date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-10-10,2923.71,2949.24,2947.71,2918.23,1342397.5,22.85,0.78,2924.7,2947.689,2977.108,1279504.6,1511415.49,1859915.64
2019-10-09,2902.08,2924.86,2924.86,2891.54,1304241.5,11.29,0.39,2920.976,2952.846,2977.593,1388890.17,1539866.35,1905543.71
2019-10-08,2905.76,2933.02,2913.57,2905.76,1255358.12,8.38,0.29,2927.09,2958.926,2977.857,1465128.15,1577488.9,1934832.24
2019-09-30,2927.92,2936.48,2905.19,2905.19,1166468.12,-26.98,-0.92,2941.444,2965.381,2978.384,1541862.05,1675291.14,1973457.74
2019-09-27,2929.49,2939.08,2932.17,2920.93,1329057.75,3.08,0.1,2955.822,2977.937,2977.437,1644847.33,1780523.28,2012114.31
2019-09-26,2964.48,2970.04,2929.09,2928.26,1889325.38,-26.34,-0.89,2970.678,2987.844,2975.374,1743326.38,1844586.2,2034967.97
2019-09-25,2977.67,2977.67,2955.43,2955.43,1685431.38,-29.91,-1.0,2984.716,2995.816,2973.608,1690842.52,1885491.01,2032050.65
2019-09-24,2979.48,3002.9,2985.34,2973.76,1639027.62,8.26,0.28,2990.762,3002.393,2970.946,1689849.65,1956960.82,2051849.98
2019-09-23,2998.4,2998.4,2977.08,2960.83,1681394.5,-29.37,-0.98,2989.318,3006.333,2964.857,1808720.22,2036435.81,2054846.28
2019-09-20,3004.81,3011.34,3006.45,2996.19,1821453.0,7.17,0.24,3000.052,3008.585,2960.875,1916199.22,2085122.39,2050354.97
2019-09-19,2992.92,2999.28,2999.28,2975.4,1626906.12,13.62,0.46,3005.01,3006.526,2954.724,1945846.02,2208415.79,2033885.42
2019-09-18,2984.08,2996.4,2985.66,2982.4,1680467.0,7.54,0.25,3006.916,3002.339,2948.777,2080139.5,2271221.08,2032049.95
2019-09-17,3023.71,3023.71,2978.12,2970.57,2233380.5,-52.63,-1.74,3014.024,2996.788,2943.494,2224072.0,2292175.59,2042865.2
2019-09-16,3041.92,3042.93,3030.75,3020.05,2218789.5,-0.49,-0.02,3023.348,2991.387,2938.743,2264151.4,2271624.35,2038469.51
2019-09-12,3016.63,3033.47,3031.24,3005.19,1969687.0,22.43,0.74,3017.118,2976.936,2928.396,2254045.55,2243705.35,2001821.21
2019-09-11,3029.93,3030.56,3008.81,3004.22,2298373.5,-12.39,-0.41,3008.042,2962.904,2917.624,2470985.55,2225349.74,1979722.94
2019-09-10,3027.41,3027.41,3021.2,3005.38,2400129.5,-3.54,-0.12,2997.762,2951.399,2907.629,2462302.65,2178610.29,1936811.58
2019-09-09,3023.78,3026.24,3024.74,3005.69,2433777.5,25.14,0.84,2979.552,2939.498,2896.432,2360279.17,2146739.14,1882263.36
2019-09-06,2996.62,2999.94,2999.6,2981.6,2168260.25,13.74,0.46,2959.426,2923.381,2885.945,2279097.3,2073256.75,1826356.2
2019-09-05,2972.66,3015.84,2985.86,2972.66,3054387.0,28.45,0.96,2936.754,2913.164,2874.702,2233365.15,2015587.55,1792063.33
2019-09-04,2927.75,2957.41,2957.41,2925.88,2254959.0,27.26,0.93,2917.766,2902.922,2865.137,1979713.92,1859355.06,1714113.76
2019-09-03,2925.94,2930.15,2930.15,2915.2,1890012.12,6.04,0.21,2905.036,2895.214,2855.7,1894917.92,1792878.82,1680224.19
2019-09-02,2886.94,2928.48,2924.11,2883.68,2027868.12,37.87,1.31,2899.444,2890.199,2848.071,1933199.1,1793554.81,1701285.44
2019-08-30,2907.38,2914.58,2886.24,2874.1,1939599.5,-4.68,-0.16,2887.336,2886.098,2842.94,1867416.2,1805314.67,1683601.75
2019-08-29,2896.0,2898.6,2890.92,2878.59,1786130.88,-2.84,-0.1,2889.574,2879.856,2842.02,1797809.95,1759937.07,1679065.99
2019-08-28,2901.63,2905.44,2893.76,2887.01,1830979.0,-8.43,-0.29,2888.078,2872.344,2842.913,1738996.2,1734096.14,1660954.36
2019-08-27,2879.52,2919.64,2902.19,2879.41,2081418.0,38.62,1.35,2885.392,2863.859,2844.85,1690839.72,1695012.87,1639931.58
2019-08-26,2851.02,2870.49,2863.57,2849.24,1698953.62,-33.86,-1.17,2880.954,2853.366,2847.358,1653910.52,1617787.57,1610018.91
2019-08-23,2885.15,2902.46,2897.43,2878.74,1591568.25,13.99,0.48,2884.86,2848.508,2851.23,1743213.15,1579455.65,1589067.16
2019-08-22,2887.66,2888.5,2883.44,2867.55,1492062.12,3.11,0.11,2870.138,2836.24,2853.585,1722064.2,1568539.11,1579160.44
2019-08-21,2875.47,2885.59,2880.33,2872.56,1590196.62,0.33,0.01,2856.61,2827.351,2856.281,1729196.07,1568872.46,1577399.53
2019-08-20,2879.08,2892.08,2880.0,2875.0,1896772.0,-3.1,-0.11,2842.326,2816.186,2858.429,1699186.03,1567569.55,1575512.58
2019-08-19,2835.52,2883.1,2883.1,2829.85,2145466.75,59.28,2.1,2825.778,2805.942,2859.426,1581664.63,1609016.08,1545329.23
2019-08-16,2817.57,2840.32,2823.82,2811.8,1485823.5,8.02,0.28,2812.156,2799.782,2859.619,1415698.15,1561888.83,1528393.38
2019-08-15,2762.34,2815.9,2815.8,2756.83,1527721.5,6.89,0.24,2802.342,2804.184,2864.638,1415014.03,1598194.91,1528836.98
2019-08-14,2824.49,2829.89,2808.91,2807.72,1440146.38,11.65,0.42,2798.092,2813.481,2868.907,1408548.85,1587812.58,1527395.31
2019-08-13,2798.05,2802.04,2797.26,2790.61,1309165.0,-17.73,-0.63,2790.046,2825.841,2875.046,1435953.08,1584850.29,1530203.8
2019-08-12,2781.98,2814.99,2814.99,2776.62,1315634.38,40.24,1.45,2786.106,2841.349,2882.064,1636367.53,1602250.25,1530651.42
2019-08-09,2805.59,2808.33,2774.75,2770.48,1482402.88,-19.8,-0.71,2787.408,2853.951,2888.424,1708079.5,1598678.66,1548691.41
2019-08-08,2784.18,2799.69,2794.55,2782.24,1495395.62,25.87,0.93,2806.026,2870.93,2896.214,1781375.8,1589781.76,1543468.64
2019-08-07,2789.02,2792.69,2768.68,2768.68,1577167.5,-8.88,-0.32,2828.87,2885.211,2902.375,1767076.3,1585926.59,1540545.12
2019-08-06,2776.99,2787.42,2777.56,2733.92,2311237.25,-43.94,-1.56,2861.636,2900.671,2909.706,1733747.5,1583455.6,1529428.52
2019-08-05,2854.58,2863.69,2821.5,2821.5,1674194.25,-46.34,-1.62,2896.592,2912.909,2917.239,1568132.97,1481642.39,1486421.96
2019-08-02,2861.33,2872.47,2867.84,2851.44,1848884.38,-40.93,-1.41,2920.494,2919.456,2922.832,1489277.82,1494897.92,1508482.88
2019-08-01,2920.85,2927.34,2908.77,2901.75,1423898.12,-23.74,-0.81,2935.834,2925.092,2929.993,1398187.72,1459479.04,1494416.37
2019-07-31,2944.4,2944.4,2932.51,2926.49,1410523.5,-19.83,-0.67,2941.552,2924.333,2934.817,1404776.88,1466978.05,1520429.04
2019-07-30,2946.26,2965.63,2952.34,2946.26,1483164.62,11.33,0.39,2939.706,2924.251,2938.955,1433163.7,1475557.31,1556050.95
2019-07-29,2943.92,2948.47,2941.01,2932.98,1279918.5,-3.53,-0.12,2929.226,2922.779,2943.535,1395151.8,1459052.6,1589153.03
2019-07-26,2928.06,2948.33,2944.54,2924.45,1393433.88,7.18,0.24,2918.418,2922.897,2948.729,1500518.02,1498704.15,1650577.32
2019-07-25,2923.19,2937.36,2937.36,2916.15,1456843.88,14.08,0.48,2914.35,2921.498,2950.446,1520770.35,1497155.52,1671621.39
2019-07-24,2907.93,2936.45,2923.28,2907.79,1552457.62,23.34,0.81,2907.114,2919.538,2953.418,1529179.22,1495163.66,1696477.72
2019-07-23,2886.9,2901.36,2899.94,2883.05,1293105.12,12.97,0.45,2908.796,2918.74,2956.068,1517950.92,1475401.44,1706079.61
2019-07-22,2925.79,2927.16,2886.97,2879.69,1806749.62,-37.23,-1.27,2916.332,2921.569,2960.174,1522953.4,1491201.52,1763273.98
2019-07-19,2909.68,2939.6,2924.2,2909.68,1494695.5,23.02,0.79,2927.376,2926.208,2966.233,1496890.27,1522067.84,1778183.44
2019-07-18,2921.74,2921.74,2901.18,2901.18,1498888.25,-30.51,-1.04,2928.646,2934.894,2970.122,1473540.7,1529353.71,1846935.58
2019-07-17,2933.02,2942.07,2931.69,2924.46,1496316.12,-5.93,-0.2,2931.962,2945.301,2974.419,1461148.1,1573880.03,1917496.93
2019-07-16,2938.64,2944.82,2937.62,2931.29,1318117.5,-4.57,-0.15,2928.684,2953.658,2973.725,1432851.95,1636544.59,1958059.61
2019-07-15,2921.55,2955.0,2942.19,2886.7,1676434.0,11.64,0.4,2926.806,2964.29,2971.352,1459449.65,1719253.46,1966006.4
2019-07-12,2915.34,2938.53,2930.55,2905.81,1377947.62,12.79,0.44,2925.04,2974.561,2968.623,1547245.4,1802450.49,1959167.18
2019-07-11,2928.06,2945.8,2917.76,2907.89,1436925.25,2.46,0.08,2941.142,2979.394,2966.194,1585166.73,1846087.25,1997987.7
2019-07-10,2935.19,2936.75,2915.3,2908.16,1354835.38,-12.93,-0.44,2958.64,2987.297,2965.843,1686611.95,1897791.78,2032620.34
2019-07-09,2928.82,2937.76,2928.23,2912.81,1451106.0,-5.13,-0.17,2978.632,2993.395,2965.547,1840237.23,1936757.78,2085006.46
2019-07-08,2997.81,2997.81,2933.36,2918.72,2115412.75,-77.7,-2.58,3001.774,2998.779,2965.422,1979057.28,2035346.43,2142714.06
2019-07-05,3004.74,3014.85,3011.06,2990.92,1567554.25,5.81,0.19,3024.082,3006.258,2961.36,2057655.58,2034299.05,2120236.38
2019-07-04,3015.68,3024.5,3005.25,2991.91,1944151.38,-10.01,-0.33,3017.646,3005.35,2952.197,2107007.78,2164517.45,2130390.87
2019-07-03,3031.83,3031.83,3015.26,3006.32,2122961.75,-28.68,-0.94,3015.954,3003.537,2945.006,2108971.6,2261113.84,2123963.82
2019-07-02,3042.58,3048.48,3043.94,3033.78,2145206.25,-0.96,-0.03,3008.158,2993.791,2937.357,2033278.33,2279574.64,2112047.51
2019-07-01,3024.62,3045.37,3044.9,3014.69,2508404.25,66.02,2.22,2995.784,2978.413,2929.664,2091635.58,2212759.34,2112758.97
2019-06-28,2992.24,2992.24,2978.88,2961.22,1814315.25,-17.91,-0.6,2988.434,2962.685,2922.354,2010942.53,2115883.88,2084954.04
2019-06-27,2982.61,3011.54,2996.79,2981.05,1953970.5,20.51,0.69,2993.054,2952.994,2918.7,2222027.13,2149888.15,2097117.68
2019-06-26,2964.62,2986.91,2976.28,2958.46,1744495.38,-5.79,-0.19,2991.12,2944.389,2914.596,2413256.08,2167448.9,2098898.56
2019-06-25,3004.91,3004.91,2982.07,2948.99,2436992.5,-26.08,-0.87,2979.424,2937.699,2911.277,2525870.95,2233255.14,2123329.07
2019-06-24,3004.29,3012.83,3008.15,2994.42,2104939.0,6.17,0.21,2961.042,2932.064,2906.793,2333883.1,2250081.69,2099839.89
2019-06-21,2990.37,3010.35,3001.98,2989.25,2869738.25,14.86,0.5,2936.936,2916.462,2899.035,2220825.22,2206173.7,2078195.69
2019-06-20,2917.33,2997.39,2987.12,2915.09,2910115.25,69.32,2.38,2912.934,2899.044,2891.562,2077749.17,2096264.29,2033378.93
2019-06-19,2944.12,2953.34,2917.8,2916.21,2307569.75,27.64,0.96,2897.658,2886.474,2886.791,1921641.72,1986813.81,1987886.62
2019-06-18,2891.09,2898.33,2890.16,2874.31,1477053.25,2.54,0.09,2895.974,2880.922,2886.199,1940639.32,1944520.37,1978201.64
2019-06-17,2880.42,2902.48,2887.62,2877.39,1539649.62,5.65,0.2,2903.086,2880.914,2885.221,2166280.27,2012758.6,2009085.2
2019-06-14,2913.0,2924.32,2881.97,2879.66,2154358.0,-28.77,-0.99,2895.988,2882.022,2884.955,2191522.17,2054024.21,2065253.54
2019-06-13,2905.29,2918.42,2910.74,2885.92,2129578.0,1.36,0.05,2885.154,2884.406,2888.642,2114779.4,2044347.2,2081728.49
2019-06-12,2917.22,2924.7,2909.38,2903.88,2402557.75,-16.34,-0.56,2875.29,2884.802,2890.039,2051985.9,2030348.23,2090509.44
2019-06-11,2854.07,2927.43,2925.72,2854.07,2605258.0,73.59,2.58,2865.87,2884.855,2888.751,1948401.42,2013403.0,2074554.23
2019-06-10,2833.01,2861.13,2852.13,2824.36,1665859.12,24.33,0.86,2858.742,2881.521,2887.65,1859236.92,1949598.1,2050306.27
2019-06-06,2862.33,2862.33,2827.8,2822.19,1770644.12,-33.62,-1.18,2868.056,2881.607,2892.004,1916526.25,1950217.68,2108166.71
2019-06-05,2882.94,2888.77,2861.42,2858.57,1815610.5,-0.86,-0.03,2883.658,2884.079,2893.162,1973915.0,1970493.58,2119655.08
2019-06-04,2887.64,2888.39,2862.28,2851.97,1884635.38,-27.8,-0.96,2894.314,2887.107,2894.779,2008710.55,1988959.43,2144639.81
2019-06-03,2901.74,2920.83,2890.08,2875.9,2159435.5,-8.62,-0.3,2903.84,2891.476,2897.984,2078404.58,2011882.91,2177048.93
2019-05-31,2904.5,2922.91,2898.7,2895.58,1952305.75,-7.11,-0.24,2904.3,2889.528,2898.803,2039959.28,2005411.8,2232563.29
2019-05-30,2903.42,2907.85,2905.81,2881.38,2057587.88,-8.89,-0.3,2895.158,2887.888,2907.785,1983909.1,2076482.88,2246099.27
2019-05-29,2894.83,2934.98,2914.7,2890.66,1989588.25,4.79,0.17,2884.5,2892.878,2915.62,1967072.15,2119109.79,2289277.31
2019-05-28,2890.27,2924.04,2909.91,2887.08,2233105.5,17.53,0.61,2879.9,2895.276,2924.205,1969208.3,2150670.66,2330234.83
2019-05-27,2851.28,2898.13,2892.38,2833.04,1967209.0,39.39,1.38,2879.112,2892.646,2934.901,1945361.25,2135705.46,2381519.11
2019-05-24,2847.84,2871.86,2852.99,2846.02,1672054.88,0.47,0.02,2874.756,2893.779,2950.362,1970864.33,2151014.44,2420594.75
2019-05-23,2880.84,2885.14,2852.52,2846.96,1973403.12,-39.18,-1.35,2880.618,2902.401,2967.642,2169056.65,2266115.75,2501172.61
2019-05-22,2905.52,2912.4,2891.7,2879.64,2000269.0,-14.27,-0.49,2901.256,2902.244,2985.768,2271147.43,2268816.58,2579111.14
2019-05-21,2867.71,2919.24,2905.97,2862.5,2113870.25,35.37,1.23,2910.652,2902.45,3004.723,2332133.03,2300320.2,2636696.69
2019-05-20,2874.8,2882.63,2870.6,2838.45,2094724.38,-11.7,-0.41,2906.18,2904.492,3021.935,2326049.68,2342214.95,2693773.15
2019-05-17,2955.77,2956.78,2882.3,2873.8,2663016.5,-73.41,-2.48,2912.802,2908.078,3041.561,2331164.55,2459714.79,2767807.83
2019-05-16,2933.5,2956.17,2955.71,2929.06,2483857.0,17.03,0.58,2924.184,2927.682,3060.126,2363174.85,2415715.66,2813616.38
2019-05-15,2902.64,2945.39,2938.68,2902.64,2305197.0,55.07,1.91,2903.232,2938.361,3071.23,2266485.73,2459444.84,2863828.42
2019-05-14,2872.83,2909.2,2883.61,2872.83,2083453.5,-20.1,-0.69,2894.248,2953.133,3083.727,2268507.38,2509798.99,2893463.07
2019-05-13,2905.07,2921.41,2903.71,2892.17,2120298.75,-35.5,-1.21,2902.804,2977.155,3099.045,2358380.23,2627332.76,2965806.33
2019-05-10,2878.23,2941.45,2939.21,2838.38,2823068.0,88.26,3.1,2903.354,3006.945,3115.956,2588265.03,2690175.06,3049858.59
2019-05-09,2871.2,2888.86,2850.95,2845.04,2000411.38,-42.81,-1.48,2931.18,3032.883,3130.978,2468256.48,2736229.46,3090790.19
2019-05-08,2873.14,2929.43,2893.76,2866.7,2315305.25,-32.63,-1.11,2973.49,3069.292,3150.671,2652403.95,2889405.7,3243028.83
2019-05-07,2914.29,2937.28,2926.39,2889.07,2532817.75,19.93,0.69,3012.018,3106.996,3168.312,2751090.6,2973073.18,3361822.39
2019-05-06,2984.73,2986.54,2906.46,2876.47,3269722.75,-171.88,-5.58,3051.506,3139.377,3182.807,2896285.3,3045331.35,3450455.83
2019-04-30,3052.62,3088.41,3078.34,3052.62,2223025.25,15.84,0.52,3110.536,3175.043,3196.325,2792085.1,3075900.88,3510504.19
2019-04-29,3090.63,3107.76,3062.5,3050.03,2921148.75,-23.9,-0.77,3134.586,3192.569,3200.926,3004202.45,3211517.1,3632415.28
2019-04-26,3108.16,3129.21,3086.4,3085.8,2808738.5,-37.43,-1.2,3165.094,3204.098,3202.339,3126407.45,3268212.0,3673899.34
2019-04-25,3190.59,3193.75,3123.83,3123.03,3258791.25,-77.78,-2.43,3201.974,3214.321,3197.766,3195055.75,3277127.15,3677515.63
2019-04-24,3203.56,3210.65,3201.61,3156.61,2748721.75,3.02,0.09,3227.248,3220.934,3192.711,3194377.4,3304279.9,3660271.24
2019-04-23,3211.87,3231.58,3198.59,3186.76,3283612.0,-16.45,-0.51,3239.55,3224.966,3182.485,3359716.65,3409542.13,3699584.16
2019-04-22,3278.49,3279.49,3215.04,3206.88,3532173.75,-55.76,-1.71,3250.552,3229.073,3174.707,3418831.75,3445350.93,3725542.94
2019-04-19,3250.15,3274.33,3270.8,3226.81,3151980.0,20.6,0.63,3243.102,3232.05,3169.163,3410016.55,3596651.95,3731358.43
2019-04-18,3261.07,3271.39,3250.2,3241.83,3255399.5,-12.92,-0.4,3226.668,3229.627,3160.696,3359198.55,3750571.6,3780885.01
2019-04-17,3250.15,3275.33,3263.12,3239.8,3575418.0,9.52,0.29,3214.62,3226.237,3152.718,3414182.4,3855580.3,3797393.79
2019-04-16,3164.4,3253.6,3253.6,3153.21,3579187.5,75.81,2.39,3210.382,3217.607,3144.111,3459367.6,3945107.5,3794077.31
2019-04-15,3233.46,3253.98,3177.79,3177.27,3488097.75,-10.84,-0.34,3207.594,3209.283,3136.252,3471870.1,4053313.45,3814016.53
2019-04-12,3184.86,3199.28,3188.63,3168.04,2897890.0,-1.33,-0.04,3220.998,3200.58,3128.45,3783287.35,4079586.68,3810214.71
2019-04-11,3241.55,3254.13,3189.96,3185.55,3530318.75,-51.97,-1.6,3232.586,3181.211,3118.553,4141944.65,4077904.1,3851891.11
2019-04-10,3224.65,3264.78,3241.93,3204.88,3801344.0,2.27,0.07,3237.854,3164.487,3110.402,4296978.2,4016262.58,3901982.48
2019-04-09,3240.39,3251.65,3239.66,3215.7,3641700.0,-5.15,-0.16,3224.832,3140.004,3101.321,4430847.4,3989626.2,3967501.85
2019-04-08,3271.27,3288.45,3244.81,3210.52,5045184.0,-1.76,-0.05,3210.972,3120.341,3090.688,4634756.8,4005734.95,3998523.38
2019-04-04,3233.69,3254.14,3246.57,3216.85,4691176.5,30.27,0.94,3180.162,3106.275,3076.94,4375886.0,3866064.9,4035191.9
2019-04-03,3159.15,3219.26,3216.3,3152.33,4305486.5,39.48,1.24,3129.836,3091.764,3069.933,4013863.55,3811198.43,4092541.6
2019-04-02,3183.27,3193.27,3176.82,3164.91,4470690.0,6.46,0.2,3091.12,3079.198,3064.223,3735546.95,3739207.28,4154770.45
2019-04-01,3111.66,3176.62,3170.36,3111.66,4661247.0,79.6,2.58,3055.176,3070.614,3058.094,3548405.0,3643047.13,4143307.23
2019-03-29,3000.68,3093.03,3090.76,2999.99,3750830.0,95.82,3.2,3029.71,3063.22,3050.955,3376713.1,3574719.6,4173069.6
2019-03-28,3009.8,3025.78,2994.94,2991.78,2881064.25,-27.78,-0.92,3032.388,3056.319,3046.118,3356243.8,3540842.75,4158421.2
2019-03-27,3012.26,3022.76,3022.72,2987.77,2913903.5,25.62,0.85,3053.692,3055.894,3043.418,3608533.3,3625878.13,4189471.29
2019-03-26,3057.56,3062.69,2997.1,2988.49,3534980.25,-45.93,-1.51,3067.276,3056.317,3039.973,3742867.6,3787702.38,4281264.34
2019-03-25,3058.8,3087.0,3043.03,3041.95,3802787.5,-61.12,-1.97,3086.052,3062.638,3037.194,3737689.25,3945377.5,4387294.3
2019-03-22,3100.73,3107.28,3104.15,3064.88,3648483.5,2.69,0.09,3096.73,3061.034,3033.107,3772726.1,3991311.8,4461484.23
2019-03-21,3094.12,3125.02,3101.46,3086.85,4142511.75,10.82,0.35,3080.25,3047.605,3018.111,3725441.7,4204318.9,4429800.75
2019-03-20,3084.17,3102.52,3090.64,3053.45,3585575.0,-0.34,-0.01,3058.096,3048.101,3000.628,3643222.95,4373884.78,4372000.15
2019-03-19,3099.9,3113.43,3090.98,3076.36,3509088.5,-5.44,-0.18,3045.358,3049.247,2984.157,3832537.15,4570333.63,4315707.66
2019-03-18,3027.8,3096.42,3096.42,3009.51,3977971.75,74.67,2.47,3039.224,3045.574,2967.39,4153065.75,4643567.33,4284276.38
2019-03-15,3000.88,3048.12,3021.75,2999.43,3412061.5,31.06,1.04,3025.338,3038.69,2950.287,4209897.5,4771419.6,4215595.79
2019-03-14,3013.6,3041.16,2990.69,2968.82,3731418.0,-36.26,-1.2,3014.96,3035.916,2933.319,4683196.1,4775999.65,4142994.84
2019-03-13,3062.33,3065.29,3026.95,3013.93,4532146.0,-33.36,-1.09,3038.106,3030.942,2919.77,5104546.6,4753064.45,4054942.62
2019-03-12,3049.08,3093.39,3060.31,3029.9,5111731.5,33.32,1.1,3053.136,3023.629,2904.476,5308130.1,4774826.3,3950232.32
2019-03-11,2969.08,3028.25,3026.99,2963.58,4262130.5,57.13,1.92,3051.924,3011.75,2885.055,5134068.9,4829211.1,3786696.33
2019-03-08,3038.34,3075.05,2969.86,2969.58,5778554.5,-136.56,-4.4,3052.042,3005.179,2866.4,5332941.7,4931656.65,3651039.24
2019-03-07,3103.67,3129.94,3106.42,3074.98,5838170.5,4.32,0.14,3056.872,2988.616,2848.819,4868803.2,4655282.6,3428104.94
2019-03-06,3060.43,3103.83,3102.1,3050.11,5550063.5,47.85,1.57,3023.778,2953.154,2822.726,4401582.3,4370115.53,3213348.35
2019-03-05,3019.88,3054.96,3054.25,3009.45,4241425.5,26.67,0.88,2994.122,2919.066,2796.4,4241522.5,4061081.7,2996096.46
2019-03-04,3015.94,3090.8,3027.58,3006.94,5256494.5,33.57,1.12,2971.576,2889.206,2773.4,4524353.3,3924985.43,2861815.74
2019-03-01,2954.4,2994.01,2994.01,2930.83,3457862.0,53.06,1.8,2958.316,2861.884,2751.87,4530371.6,3659771.98,2672481.9
2019-02-28,2950.05,2965.3,2940.95,2930.2,3502066.0,-12.87,-0.44,2920.36,2830.722,2732.256,4441762.0,3509990.04,2579285.81
2019-02-27,2939.93,2997.49,2953.82,2924.64,4749764.5,12.3,0.42,2882.53,2808.597,2714.793,4338648.75,3356820.79,2481203.54
2019-02-26,2969.1,2995.68,2941.52,2938.62,5655579.5,-19.76,-0.67,2844.01,2785.322,2696.152,3880640.9,3125638.34,2309428.71
